AÑO,TOTAL MATRICULADOS,MATRICULADOS MUJERES POR PROGRAMA,MATRICULADOS HOMBRES POR PROGRAMA,TOTAL MATRICULADOS PRIMER AÑO,MATRICULADOS MUJERES PRIMER AÑO,MATRICULADOS HOMBRES PRIMER AÑO,REGIÓN,PROVINCIA,COMUNA,NOMBRE CARRERA,ÁREA DEL CONOCIMIENTO,ÁREA CARRERA GENÉRICA
MAT_2024,77,24.0,53.0,7.0,2.0,5.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,LICENCIATURA EN HISTORIA,Ciencias Sociales,Historia
MAT_2024,550,346.0,204.0,215.0,134.0,81.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PSICOLOGIA,Ciencias Sociales,Psicología
MAT_2024,82,65.0,17.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PSICOLOGIA,Ciencias Sociales,Psicología
MAT_2024,704,567.0,137.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PSICOLOGIA,Ciencias Sociales,Psicología
MAT_2024,7,7.0,,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,ENFERMERIA,Salud,Enfermería
MAT_2024,11,5.0,6.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,ANIMACION Y DISEÑO DIGITAL,Arte y Arquitectura,Animación Digital
MAT_2024,61,7.0,54.0,24.0,4.0,20.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA CIVIL INFORMATICA,Tecnología,Ingeniería Civil en Computación e Informática
MAT_2024,14,6.0,8.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN DOCENCIA PARA LA EDUCACION SUPERIOR,Educación,Magister en Educación
MAT_2024,109,53.0,56.0,18.0,8.0,10.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN DOCENCIA PARA LA EDUCACION SUPERIOR,Educación,Magister en Educación
MAT_2024,19,9.0,10.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN DIRECCION COMERCIAL Y MARKETING,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,84,42.0,42.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,107,59.0,48.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,100,88.0,12.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,114,94.0,20.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,27,12.0,15.0,5.0,1.0,4.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PERIODISMO,Ciencias Sociales,Periodismo
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PERIODISMO,Ciencias Sociales,Periodismo
MAT_2024,4,3.0,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PERIODISMO,Ciencias Sociales,Periodismo
MAT_2024,24,14.0,10.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PERIODISMO,Ciencias Sociales,Periodismo
MAT_2024,53,21.0,32.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PERIODISMO,Ciencias Sociales,Periodismo
MAT_2024,122,67.0,55.0,44.0,25.0,19.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DISEÑO EN ANIMACION DIGITAL,Arte y Arquitectura,Diseño Gráfico
MAT_2024,23,18.0,5.0,3.0,2.0,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DISEÑO EN INTERACCION DIGITAL,Arte y Arquitectura,Diseño Gráfico
MAT_2024,63,8.0,55.0,25.0,4.0,21.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DISEÑO DE VIDEOJUEGOS,Arte y Arquitectura,Diseño Gráfico
MAT_2024,19,14.0,5.0,8.0,7.0,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DISEÑO EN MARKETING DIGITAL,Arte y Arquitectura,Diseño Gráfico
MAT_2024,45,26.0,19.0,15.0,9.0,6.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,ARQUITECTURA,Arte y Arquitectura,Arquitectura
MAT_2024,163,45.0,118.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,ARQUITECTURA,Arte y Arquitectura,Arquitectura
MAT_2024,31,6.0,25.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,ARQUITECTURA,Arte y Arquitectura,Arquitectura
MAT_2024,21,3.0,18.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA EN COMPUTACION E INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,16,4.0,12.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA EN COMPUTACION E INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,54,15.0,39.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA EN COMPUTACION E INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,67,10.0,57.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA EN COMPUTACION E INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,106,20.0,86.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,101,29.0,72.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,135,116.0,19.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,LICENCIATURA EN TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,7,2.0,5.0,7.0,2.0,5.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN GESTION DE EMPRESAS ON-LINE,Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA CIVIL INDUSTRIAL,Tecnología,Ingeniería Civil Industrial
MAT_2024,23,10.0,13.0,6.0,2.0,4.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA CIVIL INDUSTRIAL,Tecnología,Ingeniería Civil Industrial
MAT_2024,3,,3.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA CIVIL INDUSTRIAL,Tecnología,Ingeniería Civil Industrial
MAT_2024,5,3.0,2.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA CIVIL INDUSTRIAL,Tecnología,Ingeniería Civil Industrial
MAT_2024,122,20.0,102.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA CIVIL INDUSTRIAL,Tecnología,Ingeniería Civil Industrial
MAT_2024,76,27.0,49.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA CIVIL INDUSTRIAL,Tecnología,Ingeniería Civil Industrial
MAT_2024,5,3.0,2.0,5.0,3.0,2.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN SALUD FAMILIAR ON-LINE,Salud,Postítulo en Salud
MAT_2024,2,,2.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN DIRECCION DE EMPRESAS (MBA EXECUTIVE),Administración y Comercio,Magister en Administración y Comercio
MAT_2024,62,20.0,42.0,8.0,2.0,6.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN DIRECCION DE EMPRESAS (MBA EXECUTIVE),Administración y Comercio,Magister en Administración y Comercio
MAT_2024,39,30.0,9.0,12.0,8.0,4.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,LICENCIATURA EN LITERATURA,Humanidades,Licenciatura en Letras y Literatura
MAT_2024,7,4.0,3.0,5.0,3.0,2.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PUBLICIDAD,Ciencias Sociales,Publicidad
MAT_2024,12,6.0,6.0,12.0,6.0,6.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN PROYECTOS SOCIALES E INNOVACION SOCIAL,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,9,2.0,7.0,9.0,2.0,7.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO COMUNICACION Y MARKETING POLITICO,Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,30,27.0,3.0,30.0,27.0,3.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN MEDIACION FAMILIAR,Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,10,9.0,1.0,10.0,9.0,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,"DIPLOMADO EN PERITAJES LABORALES, MENCION ACOSO LABORAL,SEXUAL,EQUIDAD DE GENERO E INCLUSION",Derecho,Postítulo en Derecho
MAT_2024,39,31.0,8.0,39.0,31.0,8.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,"DIPLOMADO EN ESPECIALIZACION EN FAMILIA, INFANCIA Y NIÑEZ PARA TRIBUNALES DE FAMILIA Y CONSEJERIA",Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,130,73.0,57.0,22.0,14.0,8.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DERECHO,Derecho,Derecho
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PLAN ESPECIAL INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,2,1.0,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,ANIMACION DIGITAL 3D,Arte y Arquitectura,Animación Digital
MAT_2024,57,18.0,39.0,17.0,6.0,11.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,56,23.0,33.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,71,44.0,27.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,3,,3.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PLAN ESPECIAL INGENIERIA CIVIL INDUSTRIAL,Tecnología,Ingeniería Civil Industrial
MAT_2024,59,11.0,48.0,5.0,3.0,2.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,LICENCIATURA EN FILOSOFIA,Humanidades,Filosofía
MAT_2024,14,9.0,5.0,14.0,9.0,5.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN REHABILITACION INTEGRAL ESTETICA,Salud,Postítulo en Salud
MAT_2024,92,77.0,15.0,30.0,26.0,4.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PEDAGOGIA EN EDUCACION BASICA,Educación,Pedagogía en Educación Básica
MAT_2024,147,147.0,,51.0,51.0,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PEDAGOGIA EN EDUCACION PARVULARIA,Educación,Pedagogía en Educación de Párvulos
MAT_2024,17,9.0,8.0,17.0,9.0,8.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN ORTODONCIA INTERCEPTIVA,Salud,Postítulo en Salud
MAT_2024,2,2.0,,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN ADMINISTRACION DE EMPRESAS MBA,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,17,12.0,5.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN ADMINISTRACION DE INSTITUCIONES DE SALUD,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,134,96.0,38.0,25.0,19.0,6.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,POSTITULO EN EDUCACION RELIGIOSA ESCOLAR CATOLICA,Educación,Postítulo en Educación
MAT_2024,24,21.0,3.0,23.0,20.0,3.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,POSTITULO EN EDUCACION RELIGIOSA ESCOLAR CATOLICA,Educación,Postítulo en Educación
MAT_2024,662,427.0,235.0,91.0,60.0,31.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,MEDICINA,Salud,Medicina
MAT_2024,205,175.0,30.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,ENFERMERIA,Salud,Enfermería
MAT_2024,161,115.0,46.0,85.0,65.0,20.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,ENFERMERIA,Salud,Enfermería
MAT_2024,357,257.0,100.0,64.0,44.0,20.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,ODONTOLOGIA,Salud,Odontología
MAT_2024,5,4.0,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,CIENCIAS DE LA FAMILIA,Ciencias Sociales,Otros Profesionales de Ciencias Sociales
MAT_2024,118,93.0,25.0,36.0,30.0,6.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,CIENCIAS DE LA FAMILIA,Ciencias Sociales,Otros Profesionales de Ciencias Sociales
MAT_2024,399,176.0,223.0,81.0,33.0,48.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,KINESIOLOGIA,Salud,Kinesiología
MAT_2024,59,12.0,47.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN CIENCIAS DE LA SALUD Y EL DEPORTE (MCSD),Salud,Magister en Salud
MAT_2024,8,7.0,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,NUTRICION Y DIETETICA,Salud,Nutrición y Dietética
MAT_2024,339,278.0,61.0,76.0,63.0,13.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,NUTRICION Y DIETETICA,Salud,Nutrición y Dietética
MAT_2024,105,88.0,17.0,22.0,18.0,4.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,LICENCIATURA EN LITERATURA,Humanidades,Licenciatura en Letras y Literatura
MAT_2024,957,439.0,518.0,235.0,108.0,127.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,161,70.0,91.0,38.0,19.0,19.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,2,1.0,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN PEDAGOGIA UNIVERSITARIA EN CIENCIAS DE LA SALUD,Educación,Postítulo en Educación
MAT_2024,40,32.0,8.0,16.0,13.0,3.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN CONSERVACION Y RESTAURACION DE OBJETOS Y ENTORNO PATRIMONIAL,Arte y Arquitectura,Magister en Arte y Arquitectura
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN NEUROCIENCIAS APLICADAS A LA EDUCACION,Educación,Magister en Educación
MAT_2024,67,45.0,22.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,AUDITORIA,Administración y Comercio,Contador Auditor
MAT_2024,84,41.0,43.0,38.0,22.0,16.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,AUDITORIA,Administración y Comercio,Contador Auditor
MAT_2024,21,12.0,9.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,AUDITORIA,Administración y Comercio,Contador Auditor
MAT_2024,361,129.0,232.0,79.0,29.0,50.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA CIVIL INDUSTRIAL,Tecnología,Ingeniería Civil Industrial
MAT_2024,388,63.0,325.0,118.0,16.0,102.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA CIVIL INFORMATICA Y TELECOMUNICACIONES,Tecnología,Ingeniería Civil en Computación e Informática
MAT_2024,184,80.0,104.0,58.0,22.0,36.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA EN INFORMACION Y CONTROL DE GESTION,Administración y Comercio,Ingeniería en Control de Gestión
MAT_2024,38,22.0,16.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION PEDAGOGICA EN EDUCACION MEDIA PARA LICENCIADOS Y PROFESIONALES,Educación,Programas de Formación Pedagógica
MAT_2024,32,32.0,,31.0,31.0,,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO KINESIOLOGIA DERMATOFUNCIONAL Y MEDICINA ESTETICA,Salud,Postítulo en Salud
MAT_2024,45,24.0,21.0,22.0,12.0,10.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN COMUNICACION ESTRATEGICA Y DIGITAL,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN CURRICULUM Y EVALUACION,Educación,Magister en Educación
MAT_2024,91,40.0,51.0,27.0,11.0,16.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,"MAGISTER EN DERECHO PUBLICO, TRANSPARENCIA, REGULACIONES Y CONTROL",Derecho,Magister en Derecho
MAT_2024,5,1.0,4.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN FINANZAS APLICADAS,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,2,1.0,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN GESTION Y LIDERAZGO DIRECTIVO,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,32,23.0,9.0,12.0,7.0,5.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,TITULO PROFESIONAL DE ESPECIALISTA EN IMAGENOLOGIA ORAL Y MAXILO FACIAL,Salud,Postítulo en Salud
MAT_2024,290,241.0,49.0,74.0,63.0,11.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,LICENCIATURA EN ARTES VISUALES,Arte y Arquitectura,Artes y Licenciatura en Artes
MAT_2024,72,34.0,38.0,21.0,11.0,10.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,LICENCIATURA EN HISTORIA,Ciencias Sociales,Historia
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN DIRECCION TEATRAL,Arte y Arquitectura,Postítulo en Arte y Arquitectura
MAT_2024,177,110.0,67.0,48.0,30.0,18.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIRECCION Y GESTION DE ARTES CULINARIAS,Administración y Comercio,Administración Gastronómica
MAT_2024,8,3.0,5.0,8.0,3.0,5.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,TITULO PROFESIONAL DE ESPECIALISTA EN ENDODONCIA,Salud,Postítulo en Salud
MAT_2024,900,534.0,366.0,238.0,138.0,100.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DERECHO,Derecho,Derecho
MAT_2024,224,131.0,93.0,17.0,9.0,8.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DERECHO,Derecho,Derecho
MAT_2024,15,9.0,6.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN DIDACTICA DE LA EDUCACION RELIGIOSA,Educación,Magister en Educación
MAT_2024,572,442.0,130.0,122.0,100.0,22.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PSICOLOGIA,Ciencias Sociales,Psicología
MAT_2024,402,263.0,139.0,102.0,78.0,24.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PUBLICIDAD,Ciencias Sociales,Publicidad
MAT_2024,15,11.0,4.0,14.0,10.0,4.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,TITULO PROFESIONAL DE ESPECIALISTA EN REHABILITACION ORAL,Salud,Postítulo en Salud
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN CREATIVIDAD E INNOVACION PEDAGOGICA,Educación,Magister en Educación
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN ESCULTURA EN CERAMICA,Arte y Arquitectura,Postítulo en Arte y Arquitectura
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN MEDICINA DEPORTIVA,Salud,Postítulo en Salud
MAT_2024,65,61.0,4.0,21.0,20.0,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN ARTES DE LA SALUD Y ARTE TERAPIA,Salud,Magister en Salud
MAT_2024,52,37.0,15.0,27.0,20.0,7.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN DOCENCIA UNIVERSITARIA CIENCIAS DE LA SALUD,Educación,Magister en Educación
MAT_2024,50,20.0,30.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN FISIOLOGIA CLINICA DEL EJERCICIO,Salud,Magister en Salud
MAT_2024,8,5.0,3.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN PSICOLOGIA INTEGRAL DE LA PERSONA,Ciencias Sociales,Magister en Ciencias Sociales
MAT_2024,23,14.0,9.0,3.0,3.0,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN CIRUGIA GENERAL,Salud,Postítulo en Salud
MAT_2024,8,7.0,1.0,1.0,1.0,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN GINECOLOGIA Y OBSTETRICIA,Salud,Postítulo en Salud
MAT_2024,11,5.0,6.0,1.0,,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN MEDICINA INTERNA,Salud,Postítulo en Salud
MAT_2024,9,9.0,,8.0,8.0,,Región Metropolitana,SANTIAGO,PROVIDENCIA,TITULO PROFESIONAL DE ESPECIALISTA EN ODONTOPEDIATRIA,Salud,Postítulo en Salud
MAT_2024,22,3.0,19.0,1.0,,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN TRAUMATOLOGIA Y ORTOPEDIA,Salud,Postítulo en Salud
MAT_2024,12,5.0,7.0,3.0,1.0,2.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN UROLOGIA GENERAL,Salud,Postítulo en Salud
MAT_2024,10,6.0,4.0,1.0,1.0,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN NEUROLOGIA DEL ADULTO,Salud,Postítulo en Salud
MAT_2024,423,220.0,203.0,88.0,52.0,36.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,ARQUITECTURA,Arte y Arquitectura,Arquitectura
MAT_2024,7,1.0,6.0,2.0,,2.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN MEDICINA DE URGENCIA,Salud,Postítulo en Salud
MAT_2024,29,28.0,1.0,29.0,28.0,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN FASHION BUSINESS AND MANAGEMENT,Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,14,1.0,13.0,14.0,1.0,13.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN PERIODISMO DEPORTIVO DIGITAL,Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,11,6.0,5.0,11.0,6.0,5.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN POSTPRODUCCION AUDIOVISUAL Y MOTION GRAPHICS,Arte y Arquitectura,Postítulo en Arte y Arquitectura
MAT_2024,63,32.0,31.0,25.0,13.0,12.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN DERECHO DE LOS RECURSOS NATURALES Y MEDIO AMBIENTE,Derecho,Magister en Derecho
MAT_2024,26,15.0,11.0,14.0,5.0,9.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN INVESTIGACION CREACION DE LA IMAGEN,Arte y Arquitectura,Magister en Arte y Arquitectura
MAT_2024,12,5.0,7.0,2.0,2.0,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN ONCOLOGIA MEDICA,Salud,Postítulo en Salud
MAT_2024,18,5.0,13.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN DOCTRINA SOCIAL DE LA IGLESIA: TEORIA Y PRACTICA,Humanidades,Magister en Humanidades
MAT_2024,176,125.0,51.0,90.0,62.0,28.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN EDUCACION,Educación,Magister en Educación
MAT_2024,2,,2.0,1.0,,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE PERFECCIONAMIENTO EN CIRUGIA DE HOMBRO Y DE CODO,Salud,Postítulo en Salud
MAT_2024,3,1.0,2.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE PERFECCIONAMIENTO EN CIRUGIA MINIMAMENTE INVASIVA Y RECONSTRUCTIVA DE RODILLA,Salud,Postítulo en Salud
MAT_2024,6,1.0,5.0,2.0,1.0,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN ANESTESIOLOGIA CON MENCION EN MEDICINA INTENSIVA,Salud,Postítulo en Salud
MAT_2024,10,6.0,4.0,1.0,,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN PSIQUIATRIA DEL ADULTO,Salud,Postítulo en Salud
MAT_2024,22,9.0,13.0,22.0,9.0,13.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO DE BASES ANATOMICAS DE LA IMAGENOLOGIA NORMAL,Salud,Postítulo en Salud
MAT_2024,20,20.0,,20.0,20.0,,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN ESTRATEGIAS DE INCLUSION PSICOEDUCATIVA EN EL ESPECTRO AUTISTA,Educación,Postítulo en Educación
MAT_2024,17,12.0,5.0,17.0,12.0,5.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN EXPERIENCIA DE USUARIO UX,Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,357,287.0,70.0,90.0,69.0,21.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DISEÑO,Arte y Arquitectura,Diseño
MAT_2024,3,2.0,1.0,3.0,2.0,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN PROBIDAD Y TRANSPARENCIA EN LA ADMINISTRACION DEL ESTADO,Administración y Comercio,Postítulo en Administración y Comercio
