AÑO,TOTAL MATRICULADOS,MATRICULADOS MUJERES POR PROGRAMA,MATRICULADOS HOMBRES POR PROGRAMA,TOTAL MATRICULADOS PRIMER AÑO,MATRICULADOS MUJERES PRIMER AÑO,MATRICULADOS HOMBRES PRIMER AÑO,REGIÓN,PROVINCIA,COMUNA,NOMBRE CARRERA,ÁREA DEL CONOCIMIENTO,ÁREA CARRERA GENÉRICA
MAT_2024,6,3.0,3.0,,,,Región Metropolitana,SANTIAGO,RENCA,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,2,,2.0,,,,Región Metropolitana,SANTIAGO,RENCA,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Tecnología,"Ingeniería en Automatización, Instrumentación y Control"
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,RENCA,INGENIERIA EN ELECTRICIDAD MENCION PROYECTOS DE INSTALACIONES ELECTRICAS,Tecnología,Ingeniería en Electricidad
MAT_2024,22,6.0,16.0,,,,Región Metropolitana,SANTIAGO,RENCA,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,5,3.0,2.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,CONTADOR AUDITOR,Administración y Comercio,Contador Auditor
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,SANTIAGO,CONTADOR AUDITOR,Administración y Comercio,Contador Auditor
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION MARKETING Y VENTAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,2,1.0,1.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION MARKETING Y VENTAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,3,,3.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,6,2.0,4.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,3,,3.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,20,2.0,18.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,12,7.0,5.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,12,7.0,5.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,5,2.0,3.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,TRADUCCION INGLES-ESPAÑOL MENCION NEGOCIOS INTERNACIONALES,Humanidades,Traducción e Interpretación
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,MAIPU,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,7,4.0,3.0,,,,Región Metropolitana,SANTIAGO,MAIPU,TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,MAIPU,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,MAIPU,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Tecnología,"Ingeniería en Automatización, Instrumentación y Control"
MAT_2024,2,,2.0,,,,Región De Arica Y Parinacota,ARICA,ARICA,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,9,9.0,,,,,Región De Arica Y Parinacota,ARICA,ARICA,TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,1,,1.0,,,,Región De Arica Y Parinacota,ARICA,ARICA,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,3,,3.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,5,1.0,4.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,5,1.0,4.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA EN CIBERSEGURIDAD,Tecnología,Ingeniería en Conectividad y Redes
MAT_2024,4,1.0,3.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,2,,2.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA ELECTRICA,Tecnología,Ingeniería en Electricidad
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA EN ELECTRONICA Y SISTEMAS INTELIGENTES,Tecnología,Ingeniería en Electrónica
MAT_2024,2,,2.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA EN ELECTRONICA Y SISTEMAS INTELIGENTES,Tecnología,Ingeniería en Electrónica
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Tecnología,"Ingeniería en Automatización, Instrumentación y Control"
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA ELECTRONICA,Tecnología,Ingeniería en Electrónica
MAT_2024,6,,6.0,,,,Región Metropolitana,SANTIAGO,MACUL,INGENIERIA ELECTRONICA,Tecnología,Ingeniería en Electrónica
MAT_2024,2,2.0,,,,,Región Del Biobío,BIOBIO,LOS ANGELES,PSICOPEDAGOGIA,Educación,Psicopedagogía
MAT_2024,1,,1.0,,,,Región Del Biobío,BIOBIO,LOS ANGELES,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION MARKETING Y VENTAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,1,,1.0,,,,Región Del Biobío,BIOBIO,LOS ANGELES,INGENIERIA ELECTRICA,Tecnología,Ingeniería en Electricidad
MAT_2024,5,1.0,4.0,,,,Región Del Biobío,BIOBIO,LOS ANGELES,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,8,4.0,4.0,,,,Región Del Biobío,BIOBIO,LOS ANGELES,TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,8,1.0,7.0,,,,Región Del Biobío,BIOBIO,LOS ANGELES,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,1,,1.0,,,,Región Del Biobío,BIOBIO,LOS ANGELES,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,4,,4.0,,,,Región Del Biobío,BIOBIO,LOS ANGELES,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,4,1.0,3.0,,,,Región Del Biobío,BIOBIO,LOS ANGELES,TRADUCCION INGLES-ESPAÑOL MENCION NEGOCIOS INTERNACIONALES,Humanidades,Traducción e Interpretación
MAT_2024,2,1.0,1.0,,,,Región Metropolitana,CORDILLERA,PUENTE ALTO,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,20,6.0,14.0,,,,Región Metropolitana,CORDILLERA,PUENTE ALTO,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,3,,3.0,,,,Región Metropolitana,CORDILLERA,PUENTE ALTO,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,16,4.0,12.0,,,,Región Metropolitana,CORDILLERA,PUENTE ALTO,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,7,1.0,6.0,,,,Región Metropolitana,CORDILLERA,PUENTE ALTO,TRADUCCION INGLES-ESPAÑOL MENCION NEGOCIOS INTERNACIONALES,Humanidades,Traducción e Interpretación
MAT_2024,4,4.0,,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,PSICOPEDAGOGIA,Educación,Psicopedagogía
MAT_2024,4,3.0,1.0,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,4,,4.0,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,INGENIERIA ELECTRICA,Tecnología,Ingeniería en Electricidad
MAT_2024,2,,2.0,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,1,,1.0,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,6,2.0,4.0,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,15,11.0,4.0,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,1,,1.0,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Tecnología,"Ingeniería en Automatización, Instrumentación y Control"
MAT_2024,2,,2.0,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,INGENIERIA EN ELECTRICIDAD MENCION PROYECTOS DE INSTALACIONES ELECTRICAS,Tecnología,Ingeniería en Electricidad
MAT_2024,1,,1.0,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,2,,2.0,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,5,2.0,3.0,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,12,3.0,9.0,,,,Región De Tarapacá,IQUIQUE,IQUIQUE,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,13,11.0,2.0,,,,Región De Antofagasta,EL LOA,CALAMA,PSICOPEDAGOGIA,Educación,Psicopedagogía
MAT_2024,3,2.0,1.0,,,,Región De Antofagasta,EL LOA,CALAMA,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,3,,3.0,,,,Región De Antofagasta,EL LOA,CALAMA,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,2,1.0,1.0,,,,Región De Antofagasta,EL LOA,CALAMA,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,4,,4.0,,,,Región De Antofagasta,EL LOA,CALAMA,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,11,7.0,4.0,,,,Región De Antofagasta,EL LOA,CALAMA,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,4,,4.0,,,,Región De Antofagasta,EL LOA,CALAMA,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Tecnología,"Ingeniería en Automatización, Instrumentación y Control"
MAT_2024,8,7.0,1.0,,,,Región De Antofagasta,ANTOFAGASTA,ANTOFAGASTA,PSICOPEDAGOGIA,Educación,Psicopedagogía
MAT_2024,1,1.0,,,,,Región De Antofagasta,ANTOFAGASTA,ANTOFAGASTA,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,2,1.0,1.0,,,,Región De Antofagasta,ANTOFAGASTA,ANTOFAGASTA,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,2,,2.0,,,,Región De Antofagasta,ANTOFAGASTA,ANTOFAGASTA,INGENIERIA ELECTRICA,Tecnología,Ingeniería en Electricidad
MAT_2024,4,,4.0,,,,Región De Antofagasta,ANTOFAGASTA,ANTOFAGASTA,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,19,11.0,8.0,,,,Región De Antofagasta,ANTOFAGASTA,ANTOFAGASTA,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,3,,3.0,,,,Región De Antofagasta,ANTOFAGASTA,ANTOFAGASTA,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Tecnología,"Ingeniería en Automatización, Instrumentación y Control"
MAT_2024,1,1.0,,,,,Región De Antofagasta,ANTOFAGASTA,ANTOFAGASTA,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,5,3.0,2.0,,,,Región De Atacama,COPIAPO,COPIAPO,PSICOPEDAGOGIA,Educación,Psicopedagogía
MAT_2024,6,1.0,5.0,,,,Región De Atacama,COPIAPO,COPIAPO,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,33,26.0,7.0,,,,Región De Atacama,COPIAPO,COPIAPO,TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,12,11.0,1.0,,,,Región De Atacama,COPIAPO,COPIAPO,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,7,7.0,,,,,Región De Coquimbo,ELQUI,LA SERENA,PSICOPEDAGOGIA,Educación,Psicopedagogía
MAT_2024,3,2.0,1.0,,,,Región De Coquimbo,ELQUI,LA SERENA,CONTADOR AUDITOR,Administración y Comercio,Contador Auditor
MAT_2024,18,3.0,15.0,,,,Región De Coquimbo,ELQUI,LA SERENA,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,6,2.0,4.0,,,,Región De Coquimbo,ELQUI,LA SERENA,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,3,,3.0,,,,Región De Coquimbo,ELQUI,LA SERENA,INGENIERIA EN CIBERSEGURIDAD,Tecnología,Ingeniería en Conectividad y Redes
MAT_2024,3,1.0,2.0,,,,Región De Coquimbo,ELQUI,LA SERENA,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,5,2.0,3.0,,,,Región De Coquimbo,ELQUI,LA SERENA,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,8,,8.0,,,,Región De Coquimbo,ELQUI,LA SERENA,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,13,11.0,2.0,,,,Región De Coquimbo,ELQUI,LA SERENA,TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,4,2.0,2.0,,,,Región De Coquimbo,ELQUI,LA SERENA,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,22,14.0,8.0,,,,Región De Coquimbo,ELQUI,LA SERENA,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,2,,2.0,,,,Región De Coquimbo,ELQUI,LA SERENA,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,19,5.0,14.0,,,,Región De Coquimbo,ELQUI,LA SERENA,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,1,1.0,,,,,Región De Coquimbo,ELQUI,LA SERENA,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,38,35.0,3.0,,,,Región De Coquimbo,ELQUI,LA SERENA,NUTRICION Y DIETETICA,Salud,Nutrición y Dietética
MAT_2024,57,50.0,7.0,,,,Región De Coquimbo,ELQUI,LA SERENA,ENFERMERIA,Salud,Enfermería
MAT_2024,28,11.0,17.0,,,,Región De Coquimbo,ELQUI,LA SERENA,KINESIOLOGIA,Salud,Kinesiología
MAT_2024,4,3.0,1.0,,,,Región De Coquimbo,ELQUI,LA SERENA,TRADUCCION INGLES-ESPAÑOL MENCION NEGOCIOS INTERNACIONALES,Humanidades,Traducción e Interpretación
MAT_2024,2,1.0,1.0,,,,Región De Valparaíso,VALPARAISO,VALPARAISO,CONTADOR AUDITOR,Administración y Comercio,Contador Auditor
MAT_2024,2,,2.0,,,,Región De Valparaíso,VALPARAISO,VALPARAISO,INGENIERIA EN CIBERSEGURIDAD,Tecnología,Ingeniería en Conectividad y Redes
MAT_2024,1,1.0,,,,,Región De Valparaíso,VALPARAISO,VALPARAISO,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,2,,2.0,,,,Región De Valparaíso,VALPARAISO,VALPARAISO,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,17,11.0,6.0,,,,Región De Valparaíso,VALPARAISO,VALPARAISO,TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,35,17.0,18.0,,,,Región De Valparaíso,VALPARAISO,VALPARAISO,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,2,,2.0,,,,Región De Valparaíso,VALPARAISO,VALPARAISO,INGENIERIA EN ELECTRICIDAD MENCION PROYECTOS DE INSTALACIONES ELECTRICAS,Tecnología,Ingeniería en Electricidad
MAT_2024,1,,1.0,,,,Región De Valparaíso,VALPARAISO,VALPARAISO,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,1,,1.0,,,,Región De Valparaíso,VALPARAISO,VALPARAISO,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,38,30.0,8.0,,,,Región De Valparaíso,VALPARAISO,VALPARAISO,NUTRICION Y DIETETICA,Salud,Nutrición y Dietética
MAT_2024,3,2.0,1.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,CONTADOR AUDITOR,Administración y Comercio,Contador Auditor
MAT_2024,3,1.0,2.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION MARKETING Y VENTAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,17,6.0,11.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,22,5.0,17.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,INGENIERIA INDUSTRIAL,Tecnología,Ingeniería Industrial
MAT_2024,5,3.0,2.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,1,1.0,,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,2,,2.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,21,13.0,8.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,6,,6.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Tecnología,"Ingeniería en Automatización, Instrumentación y Control"
MAT_2024,1,,1.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,29,5.0,24.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,INGENIERIA EN CONSTRUCCION,Tecnología,Ingeniería en Construcción
MAT_2024,2,1.0,1.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,28,27.0,1.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,ENFERMERIA,Salud,Enfermería
MAT_2024,68,47.0,21.0,25.0,18.0,7.0,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION CIENCIAS NATURALES,Educación,Postítulo en Educación
MAT_2024,43,28.0,15.0,23.0,12.0,11.0,Región Metropolitana,SANTIAGO,SANTIAGO,"POSTITULO EN EDUCACION MENCION CIENCIAS SOCIALES, HISTORIA Y GEOGRAFIA",Educación,Postítulo en Educación
MAT_2024,30,25.0,5.0,9.0,6.0,3.0,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION ESPECIALISTA EN EDUCACION ESPECIAL Y DIFERENCIAL,Educación,Postítulo en Educación
MAT_2024,16,13.0,3.0,5.0,4.0,1.0,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION EVALUACION DE APRENDIZAJES,Educación,Postítulo en Educación
MAT_2024,95,71.0,24.0,44.0,34.0,10.0,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION ORIENTACION EDUCACIONAL Y VOCACIONAL,Educación,Postítulo en Educación
MAT_2024,105,105.0,,69.0,69.0,,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION TRASTORNOS DEL LENGUAJE,Educación,Postítulo en Educación
MAT_2024,31,19.0,12.0,14.0,8.0,6.0,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO DE MENCION EN GESTION DE LA CONVIVENCIA ESCOLAR,Educación,Postítulo en Educación
MAT_2024,121,88.0,33.0,31.0,23.0,8.0,Región Metropolitana,SANTIAGO,SANTIAGO,PSICOLOGIA,Ciencias Sociales,Psicología
MAT_2024,217,131.0,86.0,52.0,30.0,22.0,Región Metropolitana,SANTIAGO,SANTIAGO,PSICOLOGIA,Ciencias Sociales,Psicología
MAT_2024,9,5.0,4.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN MARKETING,Administración y Comercio,Ingeniería en Marketing
MAT_2024,51,39.0,12.0,39.0,30.0,9.0,Región Metropolitana,SANTIAGO,SANTIAGO,LICENCIATURA EN TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,41,38.0,3.0,40.0,37.0,3.0,Región Metropolitana,SANTIAGO,SANTIAGO,LICENCIATURA EN EDUCACION,Educación,Bachillerato y/o Licenciatura en Educación
MAT_2024,4,4.0,,,,,Región Metropolitana,SANTIAGO,SANTIAGO,GERONTOLOGIA SOCIAL,Ciencias Sociales,Otros Profesionales de Ciencias Sociales
MAT_2024,4,3.0,1.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN PSICOPEDAGOGIA,Educación,Magister en Educación
MAT_2024,13,3.0,10.0,13.0,3.0,10.0,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN INFORMATICA,Tecnología,Ingeniería en Computación e Informática
MAT_2024,4,4.0,,4.0,4.0,,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION EN ESTRATEGIAS PARA LA GESTION DE LA DIVERSIDAD E INCLUSION,Educación,Postítulo en Educación
MAT_2024,4,3.0,1.0,4.0,3.0,1.0,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION EN SALUD MENTAL EN INSTITUCIONES DE EDUCACION,Educación,Postítulo en Educación
MAT_2024,11,9.0,2.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,32,21.0,11.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,20,13.0,7.0,20.0,13.0,7.0,Región Metropolitana,SANTIAGO,SANTIAGO,TRABAJO SOCIAL,Ciencias Sociales,Trabajo Social
MAT_2024,3,1.0,2.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,24,9.0,15.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,22,9.0,13.0,22.0,9.0,13.0,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,85,42.0,43.0,24.0,8.0,16.0,Región Metropolitana,SANTIAGO,SANTIAGO,DERECHO,Derecho,Derecho
MAT_2024,325,143.0,182.0,64.0,23.0,41.0,Región Metropolitana,SANTIAGO,SANTIAGO,DERECHO,Derecho,Derecho
MAT_2024,49,16.0,33.0,15.0,5.0,10.0,Región Metropolitana,SANTIAGO,SANTIAGO,CIENCIA POLITICA Y ADMINISTRACION PUBLICA,Ciencias Sociales,Ciencias Políticas
MAT_2024,663,516.0,147.0,155.0,130.0,25.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN EDUCACION MENCION CURRICULUM Y EVALUACION BASADO EN COMPETENCIAS,Educación,Magister en Educación
MAT_2024,606,391.0,215.0,143.0,88.0,55.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN EDUCACION MENCION GESTION DE CALIDAD,Educación,Magister en Educación
MAT_2024,16,13.0,3.0,5.0,3.0,2.0,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION ADMINISTRACION EDUCACIONAL,Educación,Postítulo en Educación
MAT_2024,17,15.0,2.0,6.0,5.0,1.0,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION CURRICULUM EDUCACIONAL,Educación,Postítulo en Educación
MAT_2024,100,75.0,25.0,47.0,35.0,12.0,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION EDUCACION MATEMATICA PARA EDUCACION BASICA,Educación,Postítulo en Educación
MAT_2024,11,5.0,6.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,AUDITORIA,Administración y Comercio,Contador Auditor
MAT_2024,14,7.0,7.0,14.0,7.0,7.0,Región Metropolitana,SANTIAGO,SANTIAGO,AUDITORIA,Administración y Comercio,Contador Auditor
